Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
6,6847,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.14809405579086,3423.5,1537.957249080741,4511.0,2336.0,2336.0,2336.0,0.0,2336.0,2336.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,292.0987293705272,146.0493646852636,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,119594,7,4,5033.0,0.0,881.0,587.0,719.0,120.22201684106506,0.0,0.0,0.0,0.0,42084.0510393498,91.977858420991,11959.4,7911.521446599257,24464.0,2577.0,119594.0,19932.333333333336,5905.889185098774,24464.0,11923.0,95704.0,31901.33333333333,13834.81045527308,42557.0,16266.0,1,0,0,0,140,80,58.53136444972156,33.44649397126946,0.0,881.0,477.58333333333326,363.770771561466,132329.17424242423,0,0,0,7,11,0,0,0,0.0,521.0,719.0,0.0,0,0,0,5033,7,42084,0,0,0,0,510,4019,6,20,2889.333333333333,293.33655301263315,3159.0,2577.0,15846.57142857143,5924.362296403522,24464.0,9840.0,anydesk
6,104677,192,85,275166.0,0.0,1448.0,660.0,1433.156250000001,84.31880764093803,0.0,0.0,0.0,0.0,2628714.999474574,2646.235562731068,379.2644927536233,1387.064772285876,19572.0,4.0,104677.0,548.047120418848,2057.470018424412,19572.0,24.0,74444.0,886.2380952380959,1871.8219113817584,7503.0,5.0,0,0,0,0,6144,2720,1834.213819654748,812.0217430763205,0.0,1448.0,995.0143884892088,665.2151790580726,442511.23444926366,0,0,0,37,277,0,0,0,0.0,998.606498194946,1433.15625,0.0,0,0,0,275166,192,2628714,0,0,0,0,629,6765,191,32,24587.666666666668,20647.76640059,43189.0,2371.0,10304.666666666668,8030.490416738777,19572.0,5395.0,anydesk
17,6,1,1,41.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,41.0,0.0,13666666.666666666,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,166666.66666666666,166666.66666666666,41.0,41.0,41.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,61.5,41.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,111805,5,5,1910.0,0.0,457.0,345.0,382.0,43.57751713900185,0.0,0.0,0.0,0.0,17083.31469970037,89.44143821832655,12422.777777777776,10611.84417028654,29875.0,3398.0,108407.0,27101.75,7983.615153341665,34346.0,19108.0,106913.0,26728.25,7437.757922698658,34385.0,20186.0,1,0,0,0,160,160,44.72071910916328,44.72071910916328,0.0,457.0,208.0,201.0462633325972,40419.600000000006,0,0,0,5,10,0,0,0,1.0,228.8,382.0,0.0,0,0,0,1910,5,17618,0,0,0,0,629,6765,4,32,4369.666666666667,604.8357903872202,4892.0,3707.0,19059.6,10048.840545057925,29875.0,5920.0,anydesk
6,119201,62,33,69808.0,0.0,1460.0,41.0,1125.9354838709676,478.5082307724445,0.0,0.0,0.0,0.0,585632.6708668552,796.9731797552034,1268.0957446808518,2617.6034926049865,12198.0,7.0,119201.0,1954.114754098361,3779.943747810544,14308.0,13.0,101741.0,3179.4062499999995,8915.088923115487,48140.0,7.0,1,0,0,0,1240,708,520.1298646823433,276.8433150728601,0.0,1460.0,733.6041666666666,659.2148356654327,434564.1995614035,0,0,0,23,95,0,0,0,0.0,741.3263157894737,1125.9354838709678,0.0,0,0,0,69808,62,585632,0,0,0,0,510,6768,61,20,5188.25,4505.863410205481,14238.0,17.0,8395.777777777777,2664.8428554878133,12198.0,5464.0,anydesk
6,100239,48,28,48959.0,0.0,1366.0,44.0,1019.9791666666664,504.1594010671597,0.0,0.0,0.0,0.0,488422.6698191323,758.1879308452798,1336.5200000000002,2436.725501957882,11420.0,2.0,97895.0,2082.8723404255315,3965.7651250202666,15993.0,29.0,93611.0,3467.074074074073,5851.44919542242,19387.0,2.0,0,0,0,0,960,560,478.8555352707031,279.3323955745768,0.0,1366.0,653.5714285714288,637.206473778762,406032.090225564,0,0,0,18,76,0,0,0,0.0,662.171052631579,1019.9791666666666,0.0,0,0,0,48959,48,500117,0,0,0,0,1021,6765,47,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
17,9,1,1,74.0,74.0,74.0,74.0,74.0,0.0,74.0,74.0,74.0,0.0,16444444.444444444,222222.22222222225,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,111111.11111111112,111111.11111111112,74.0,74.0,74.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,111.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,94463,5,3,233.0,0.0,57.0,44.0,46.6,5.813776741499453,0.0,0.0,0.0,0.0,2466.5742142426134,84.68924340747171,13494.714285714284,7410.376502227259,27130.0,1841.0,94463.0,23615.75,13011.913192020098,40817.0,12198.0,65513.0,32756.5,10687.918997634666,40314.0,25199.0,1,0,0,0,160,96,52.93077712966981,31.75846627780189,0.0,57.0,32.22222222222223,24.74256341700359,612.1944444444445,0,0,0,5,8,0,0,0,0.0,36.25,46.6,0.0,0,0,0,233,5,2466,0,0,0,0,629,6765,4,32,1841.0,0.0,1841.0,1841.0,15437.0,5848.729434672116,27130.0,11512.0,anydesk
6,119629,24,14,25245.0,0.0,1460.0,10.0,1051.8750000000002,492.8994352409725,0.0,0.0,0.0,0.0,211027.42646013928,317.6487306589539,3233.216216216216,5239.783552225624,20133.0,3.0,119629.0,5201.260869565217,8042.385530410915,23580.0,3.0,68257.0,5250.538461538461,6227.914760915628,17779.0,9.0,1,0,0,0,480,280,200.6202509424972,117.02847971645672,0.0,1460.0,665.2051282051281,636.0283500586061,404532.0620782727,0,0,0,13,38,0,0,0,0.0,682.7105263157895,1051.875,0.0,0,0,0,25245,24,211027,0,0,0,0,511,6768,23,20,6663.2,5970.370273274515,14953.0,429.0,12330.42857142857,5986.400723226571,20133.0,5530.0,anydesk
6,102236,29,15,32812.0,0.0,1460.0,20.0,1131.448275862069,464.7183160802818,0.0,0.0,0.0,0.0,320943.69889275794,430.3767753041981,2377.5813953488378,4784.496805071653,20415.0,9.0,101393.0,3621.178571428572,6475.154281322663,22921.0,9.0,96018.0,6858.428571428572,11678.963018470997,33886.0,13.0,0,0,0,0,580,300,283.6574200868579,146.71935521734028,0.0,1460.0,761.6,660.6142596099481,436411.2,0,0,0,11,44,0,0,0,0.0,778.9090909090909,1131.448275862069,0.0,0,0,0,32812,29,323612,0,0,0,0,513,6768,28,20,5463.0,2670.0353306027,8135.0,3072.0,12727.833333333332,5807.831589041358,20415.0,7216.0,anydesk
6,117793,20,12,20793.0,0.0,1460.0,0.0,1039.65,471.6572434121604,0.0,0.0,0.0,0.0,176521.52504817775,271.663002045962,3799.7741935483855,5131.033136446483,16398.0,3.0,115128.0,6059.368421052631,7990.861406844184,25907.0,3.0,68778.0,6252.545454545454,6663.058102157542,18206.0,22.0,0,0,0,0,400,240,169.78937627872625,101.87362576723577,0.0,1460.0,630.090909090909,631.0386459855472,398209.7727272727,0,0,0,11,32,0,0,0,0.0,649.78125,1039.65,0.0,0,0,0,20793,19,210604,0,0,0,0,6768,6768,19,20,5544.2,4823.033246827145,14117.0,2653.0,12396.285714285716,3529.314225846418,16398.0,7469.0,anydesk
6,97360,7,8,698.0,3836.0,698.0,0.0,99.71428571428572,263.81920216044057,698.0,41.0,479.5,309.3116782239466,46569.433032046014,154.06737880032867,6954.285714285715,7911.11532960061,23409.0,618.0,97360.0,16226.666666666666,16149.010046026557,38432.0,955.0,82550.0,11792.857142857143,9237.655337955468,23409.0,1124.0,1,0,0,0,140,160,71.89811010682004,82.16926869350863,0.0,698.0,327.0,343.7656178270305,118174.80000000002,0,0,0,9,15,0,0,0,1.0,348.8,99.71428571428572,479.5,0,0,0,4534,9,47768,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,115168,16,34,0.0,42130.0,0.0,0.0,0.0,0.0,1446.0,41.0,1239.1176470588236,405.1649693722511,365813.4203945541,434.14837454848566,2350.3673469387754,5101.284534694331,23071.0,4.0,114263.0,7617.533333333333,12164.2463853627,34996.0,5.0,106511.0,3227.60606060606,6597.507644649767,23071.0,4.0,0,0,0,0,444,680,138.9274798555154,295.22089469297026,0.0,1446.0,826.0784313725491,675.5527764175722,456371.5537254904,0,0,0,9,50,0,0,0,2.0,842.6,0.0,1239.1176470588234,0,0,0,42130,34,395545,0,0,0,0,6762,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,110722,29,19,32703.0,0.0,1460.0,0.0,1127.689655172414,467.8504113380286,0.0,0.0,0.0,0.0,295361.35546684486,433.5181806687018,2355.7872340425524,4649.443771950484,21883.0,18.0,110722.0,3954.357142857143,7438.753002896066,24869.0,18.0,103673.0,5759.611111111111,8404.768409441147,28638.0,24.0,0,0,0,0,580,380,261.9172341540073,171.60094651469447,0.0,1460.0,667.408163265306,664.2874916770896,441277.87159863947,0,0,0,11,48,0,0,0,0.0,681.3125,1127.6896551724135,0.0,0,0,0,32703,28,300269,0,0,0,0,6768,6768,28,20,5454.666666666667,5123.065085148408,14820.0,24.0,11142.000000000002,7190.340163487863,21883.0,5742.0,anydesk
6,115275,5,9,0.0,4311.0,0.0,0.0,0.0,0.0,698.0,41.0,479.0,328.5,37397.52765126871,121.44870960746042,8867.307692307693,7983.071060945315,20910.0,1840.0,96694.0,24173.5,12400.831705978437,40769.0,13268.0,106032.0,13253.999999999998,9316.816439719556,23348.0,2023.0,0,0,0,0,100,180,43.37453914552158,78.07417046193883,0.0,698.0,287.4,347.36617155799314,120663.25714285714,0,0,0,9,14,0,0,0,1.0,307.92857142857144,0.0,479.0,0,0,0,4311,9,40657,0,0,0,0,6762,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,120000,37,20,43029.0,0.0,1460.0,0.0,1162.9459459459458,444.369400008218,0.0,0.0,0.0,0.0,358575.0,475.0,2142.857142857143,5002.0501848690055,20265.0,6.0,115861.0,3218.3611111111104,6458.011061145143,21046.0,6.0,96197.0,5062.999999999999,18187.069310669904,79546.0,18.0,0,0,0,0,740,400,308.33333333333337,166.66666666666669,0.0,1460.0,741.8793103448278,665.2632529343397,442575.1957047792,0,0,0,13,57,0,0,0,0.0,754.8947368421053,1162.945945945946,0.0,0,0,0,43029,36,431597,0,0,0,0,6768,6768,36,20,4104.25,2510.6980934924586,7639.0,1926.0,14094.714285714286,5771.0080492719735,20265.0,5225.0,anydesk
6,113836,13,17,8418.0,0.0,1460.0,41.0,647.5384615384615,487.23892417454624,0.0,0.0,0.0,0.0,73948.48729751572,263.5370181664851,3925.379310344828,5177.847280301735,22412.0,6.0,110296.0,9191.333333333334,7644.233219568299,25990.0,17.0,89753.0,5609.562500000001,7379.998039464509,25604.0,6.0,1,0,0,0,260,340,114.19937453881022,149.33764362767488,0.0,1460.0,272.8709677419355,446.962544436368,199775.51612903227,0,0,0,11,30,0,0,0,1.0,281.96666666666664,647.5384615384615,0.0,0,0,0,8418,13,76321,0,0,0,0,510,6768,12,20,8830.5,11028.163899761374,25338.0,2529.0,12495.666666666668,5242.516520399976,22412.0,7094.0,anydesk
6,116265,12,13,905.0,6376.0,905.0,0.0,75.41666666666667,261.2509968083057,1089.0,41.0,490.4615384615384,311.19865450239746,62624.17752548058,215.026018148196,4844.375,5004.400635723131,18820.0,12.0,116265.0,10569.545454545454,8055.260223774729,22716.0,939.0,113992.0,9499.333333333334,7845.001504528894,24707.0,12.0,1,0,0,0,240,260,103.21248871113406,111.81352943706187,0.0,1089.0,314.8461538461538,366.0621468884967,134001.49538461535,0,0,0,14,25,0,0,0,1.0,327.44,75.41666666666667,490.46153846153845,0,0,0,7281,14,63857,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,125000.0,125000.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,104054,128,96,175746.0,0.0,1460.0,0.0,1373.0156249999995,276.2701799911857,0.0,0.0,0.0,0.0,1688988.409864109,2152.728391027736,466.60986547085207,1546.0670781607453,13221.0,0.0,101049.0,795.661417322835,2737.800319745972,18635.0,15.0,103734.0,1091.936842105263,2982.696230674401,16802.0,0.0,0,0,0,0,2560,1920,1230.1305091587062,922.5978818690296,0.0,1460.0,781.093333333333,712.5196646409137,507684.2725000001,0,0,0,13,224,0,0,0,0.0,784.5803571428571,1373.015625,0.0,0,0,0,175746,127,1848479,0,0,0,0,6768,6768,127,20,8041.5,6329.110988124636,19007.0,2737.0,8800.0,2924.9157252816703,13221.0,5554.0,anydesk
6,50221,30,37,1446.0,49958.0,1446.0,0.0,48.2,264.0022727174901,1446.0,128.0,1350.216216216216,328.4389115476706,1023555.8829971524,1334.1032635749984,760.9242424242424,2600.882556190412,19040.0,4.0,50221.0,1731.7586206896551,4053.066446312792,19565.0,4.0,36895.0,1024.8611111111113,3400.251613822364,19707.0,5.0,0,0,0,0,1084,740,597.359670257462,736.7435933175365,0.0,1446.0,777.2058823529416,717.0003759199566,514089.5390693591,0,0,0,3,67,0,0,0,1.0,788.8059701492538,48.2,1350.2162162162165,0,0,0,51404,38,1392798,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,117083,30,20,31305.0,0.0,1460.0,7.0,1043.5000000000002,482.0245915890099,0.0,0.0,0.0,0.0,267374.42668875924,427.0474791387306,2389.448979591837,4200.094726418008,17067.0,13.0,117083.0,4037.3448275862056,6471.022900349472,19733.0,13.0,102328.0,5385.684210526316,7502.762269492125,22854.0,179.0,1,0,0,0,600,400,256.2284874832384,170.81899165549223,0.0,1460.0,632.7450980392157,631.1480283780423,398347.8337254901,0,0,0,17,50,0,0,0,0.0,645.4,1043.5,0.0,0,0,0,31305,30,267374,0,0,0,0,511,6768,29,20,7048.6,3803.151955943912,13405.0,3125.0,11691.42857142857,4080.313789287243,17067.0,5787.0,anydesk
6,118497,40,74,1446.0,101474.0,1446.0,0.0,36.15000000000001,228.63267483017384,1446.0,617.0,1371.2702702702704,217.07484330798496,868545.1952370101,962.0496721435984,1048.6460176991152,2603.9682043550447,14360.0,5.0,117784.0,3020.102564102564,6532.413214904307,24955.0,9.0,118335.0,1621.0273972602738,4415.315746141815,24895.0,8.0,0,0,0,0,908,1480,337.5612884714381,624.4883836721605,0.0,1446.0,907.5304347826086,675.7364964703993,456619.81266209,0,0,0,12,114,0,0,0,1.0,915.4912280701756,36.15,1371.2702702702702,0,0,0,102920,75,868545,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,118833,51,43,62164.0,0.0,1460.0,36.0,1218.9019607843134,419.71010256613846,0.0,0.0,0.0,0.0,523120.6819654473,791.0260617841845,1277.7741935483873,3603.037146175167,21719.0,5.0,118833.0,2376.66,5881.958314773634,24874.0,5.0,82534.0,1965.095238095238,5154.303221389439,25442.0,7.0,0,0,0,0,1020,860,429.1737143722704,361.8523474119142,0.0,1460.0,669.7263157894739,684.9490032594173,469155.1370660693,0,0,0,15,94,0,0,0,0.0,676.8510638297872,1218.9019607843138,0.0,0,0,0,62164,51,523120,0,0,0,0,511,6768,50,20,6189.666666666667,3897.142679793321,13029.0,2088.0,13615.833333333334,5622.617270156903,21719.0,6981.0,anydesk
6,118787,184,75,256501.0,0.0,1460.0,0.0,1394.0271739130435,232.88143825746565,0.0,0.0,0.0,0.0,2159335.617533905,2180.3732731696227,460.41472868217033,2147.4052849150426,20941.0,0.0,116395.0,636.0382513661202,2928.7058938743767,23193.0,6.0,118293.0,1598.5540540540535,9392.17298465858,80610.0,0.0,0,0,0,0,3680,1500,1548.9910512093074,631.3822219603155,0.0,1460.0,986.5423076923076,664.7351332906568,441872.7974309473,0,0,0,16,259,0,0,0,0.0,990.3513513513514,1394.0271739130435,0.0,0,0,0,256501,183,2295290,0,0,0,0,6768,6768,183,20,12736.0,15721.825371120238,30817.0,2287.0,14643.8,5406.908885860756,20941.0,7309.0,anydesk
6,119830,81,154,0.0,216269.0,0.0,0.0,0.0,0.0,1446.0,41.0,1404.3441558441557,211.6450469079192,1804798.464491363,1961.1115747308688,512.094017094017,1186.4179433012753,10490.0,6.0,119830.0,1497.875,2701.922688017797,16301.0,11.0,115957.0,757.8888888888891,1901.6566446527745,13458.0,7.0,0,0,0,0,1872,3080,675.9576066093632,1285.1539681215054,0.0,1446.0,916.3940677966108,691.5351481096545,478220.8610710419,0,0,0,16,235,0,0,0,1.0,920.2936170212766,0.0,1404.344155844156,0,0,0,216269,154,1865079,0,0,0,0,6762,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,100292,38,19,51031.0,0.0,1448.0,172.0,1342.921052631579,275.4364969809417,0.0,0.0,0.0,0.0,508824.2332389423,568.3404458979778,1790.928571428571,9809.367997169653,73251.0,16.0,97578.0,2637.243243243244,12774.461711654332,77335.0,16.0,90038.0,5002.11111111111,18252.70889771092,78002.0,23.0,0,0,0,0,1216,608,378.8936305986519,189.44681529932595,0.0,1448.0,904.8103448275862,674.7420678575785,455276.858136721,0,0,0,10,57,0,0,0,0.0,920.6842105263158,1342.921052631579,0.0,0,0,0,51031,38,522976,0,0,0,0,629,6765,37,32,4334.5,3696.047145262084,6948.0,1721.0,40892.0,45762.53666483098,73251.0,8533.0,anydesk
6,115330,7,3,4886.0,0.0,698.0,698.0,698.0,0.0,0.0,0.0,0.0,0.0,42365.38628284055,86.70770831526923,12814.444444444443,8281.448516278886,25043.0,4807.0,115330.0,19221.666666666664,6099.539709409773,25043.0,13005.0,91725.0,45862.5,5749.485237827818,49928.0,41797.0,1,0,0,0,140,60,60.69539582068846,26.01231249458077,0.0,698.0,507.6363636363637,326.0353578148458,106299.05454545454,0,0,0,7,10,0,0,0,0.0,558.4,698.0,0.0,0,0,0,4886,7,42365,0,0,0,0,1023,3293,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,114182,33,11,37794.0,0.0,1460.0,0.0,1145.272727272727,440.0493773946903,0.0,0.0,0.0,0.0,330997.88057662325,385.34970485715786,2655.395348837209,5422.819053115732,23575.0,6.0,114182.0,3568.1875,6356.9552634712,23929.0,6.0,95575.0,9557.5,17770.2255800726,57737.0,519.0,0,0,0,0,660,220,289.0122786428684,96.33742621428948,0.0,1460.0,839.8666666666666,634.9500195076201,403161.5272727272,0,0,0,14,44,0,0,0,0.0,858.9545454545455,1145.2727272727273,0.0,0,0,0,37794,32,371662,0,0,0,0,6768,6768,32,20,5691.5,3345.33042712774,8734.0,2430.0,14736.0,6111.487871214341,23575.0,8190.0,anydesk
6,34744,36,51,0.0,67639.0,0.0,0.0,0.0,0.0,1446.0,44.0,1326.254901960784,329.9154342032064,1946782.178217822,2504.0294727147134,404.0,863.3117356674679,6833.0,3.0,34744.0,992.6857142857144,1706.296708413533,7435.0,3.0,28911.0,578.2199999999999,1427.009350111667,8348.0,9.0,0,0,0,0,1400,1020,1036.1501266405712,1467.8793460741424,0.0,1446.0,768.6249999999999,704.3358216878108,496088.9497126437,0,0,0,7,87,0,0,0,1.0,777.4597701149426,0.0,1326.2549019607843,0,0,0,67639,51,2339559,0,0,0,0,6762,1026,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
17,3467,2,0,72.0,0.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,20767.2339198154,576.8676088837611,3467.0,0.0,3467.0,3467.0,3467.0,3467.0,0.0,3467.0,3467.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,576.8676088837611,0.0,36.0,36.0,36.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,54.0,36.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
17,6,1,1,32.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,10666666.666666666,333333.3333333333,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,166666.66666666666,166666.66666666666,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,116364,27,45,0.0,56731.0,0.0,0.0,0.0,0.0,1446.0,353.0,1260.6888888888889,340.09148650314546,487530.5077171634,618.7480664122925,1638.929577464789,3799.468106849933,21320.0,3.0,116364.0,4475.538461538461,7012.39919702676,24432.0,12.0,108865.0,2474.204545454545,5715.536722562073,23908.0,12.0,0,0,0,0,540,900,232.03052490460968,386.7175415076828,0.0,1446.0,777.13698630137,672.0772176838614,451687.7865296804,0,0,0,11,72,0,0,0,1.0,787.9305555555555,0.0,1260.6888888888889,0,0,0,56731,45,521113,0,0,0,0,6767,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,119411,38,62,1008.0,82002.0,1008.0,0.0,26.52631578947367,163.51919249980864,1446.0,48.0,1322.6129032258068,316.52463995655984,695162.0872448937,837.4437865858254,1206.171717171717,2886.802832314896,21687.0,3.0,117699.0,3181.0540540540537,5598.587286816925,27694.0,3.0,106179.0,1740.6393442622946,4232.6072344469785,24124.0,11.0,1,0,0,0,1032,1240,318.2286389026137,519.2151476832117,0.0,1446.0,831.8613861386137,683.4410000827133,467091.6005940594,0,0,0,13,100,0,0,0,1.0,840.18,26.526315789473685,1322.6129032258063,0,0,0,83010,63,695162,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,83296,5,5,2568.0,0.0,1448.0,44.0,513.6,573.1847869579234,0.0,0.0,0.0,0.0,30829.811755666546,120.0537840952747,9255.111111111111,13690.191757645727,40908.0,16.0,80989.0,20247.25,18295.05567769609,44466.0,18.0,61950.0,15487.5,20653.081666747297,43654.0,16.0,0,0,0,0,160,172,60.02689204763735,60.02689204763735,0.0,1448.0,365.0909090909091,571.2781204536814,326358.6909090909,0,0,0,4,10,0,0,0,1.0,401.6,513.6,0.0,0,0,0,2568,5,31708,0,0,0,0,483,6765,4,32,2107.333333333333,1854.4059246382203,3558.0,18.0,24889.0,13903.764706006788,40908.0,15953.0,anydesk
6,4288,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.6268656716418,2144.0,254.55844122715712,2324.0,1964.0,4288.0,4288.0,0.0,4288.0,4288.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,466.4179104477612,233.2089552238806,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,114468,37,21,42831.0,0.0,1460.0,98.0,1157.5945945945946,421.8520316848511,0.0,0.0,0.0,0.0,374174.4417653842,506.691826536674,2008.210526315789,3631.027672007916,14368.0,3.0,110482.0,3068.944444444445,5354.049441814748,17040.0,3.0,101942.0,5097.1,11071.173312517038,43925.0,22.0,1,0,0,0,740,420,323.23444106649896,183.45738547017507,0.0,1460.0,737.779661016949,648.0721561517618,419997.51957919344,0,0,0,15,58,0,0,0,0.0,750.5,1157.5945945945946,0.0,0,0,0,42831,37,387674,0,0,0,0,508,6768,36,20,6628.75,5751.783976877667,14557.0,864.0,10289.5,2346.342929509057,14368.0,8030.0,anydesk
6,11622,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.13113061435206,5811.0,4541.039748780008,9022.0,2600.0,2600.0,2600.0,0.0,2600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,172.08742040956807,86.04371020478403,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,118619,34,68,1446.0,96392.0,1446.0,0.0,42.52941176470589,247.9869541160677,1446.0,162.0,1417.5294117647056,173.57698370259402,824808.8417538506,859.895969448402,1174.445544554456,9095.93067088272,91528.0,3.0,117975.0,3574.9999999999995,15837.40461691877,91528.0,3.0,26334.0,393.044776119403,882.9662547660758,4339.0,10.0,0,0,0,0,948,1360,286.631989816134,573.263979632268,0.0,1446.0,963.9223300970876,679.7988700433124,462126.5037121644,0,0,0,2,102,0,0,0,2.0,973.3725490196078,42.52941176470589,1417.529411764706,0,0,0,97838,69,824808,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
